,کدام یک از موارد زیر در ارتباط با نوع انبار صحیح می باشد؟,هر نوع انبار می تواند در چند مرکز نگهداری استفاده شده باشد.,هر نوع انبار می تواند فقط به یک انبار متصل شود.,هر مرکز نگهداری می تواند فقط به یک نوع انبار مرتبط شود.,برای دو انبار با مرکز نگهداری مشابه،  نمیتوان نوع انبار یکسان تعریف نمود.,A
,کدام یک از موارد زیر در ارتباط با سایر طرف مقابل ها در رسید خرید داخلی صحیح می باشد؟,امکان انتخاب حمل کننده و پروژه در سایر طرف مقابل ها وجود ندارد.,امکان انتخاب پروژه و مرکز هزینه در سایر طرف مقابل ها وجود دارد.,امکان انتخاب پروژه و مرکز هزینه در سایر طرف مقابل ها وجود ندارد.,امکان انتخاب پروژه و موسسه حمل در سایر طرف مقابل ها وجود ندارد.,B
,"کدام یک از موارد زیر جزو کاربردهای ""کپی لینک نما""می باشد؟",به اشتراک گذاری فرم مربوط به سند انتخاب شده,به اشتراک گذاری فهرست به همراه فیلترهای تعریف شده,به اشتراک گذاری تنظیمات اقلام سند,به اشتراک گذاری اقلام تمام رکوردهای اسناد انتخاب شده,B
,کدام یک از موارد زیر در ارتباط با طرف مقابل اسناد انبار صحیح می باشد؟,طرف مقابل اسناد انبار شامل همه اشخاص حقیقی و حقوقی با نقش تامین کننده است.,طرف مقابل اسناد انبار شامل همه اشخاص حقیقی با نقش تامین کننده است.,طرف مقابل اسناد انبار شامل همه اشخاص حقوقی با نقش تامین کننده است.,طرف مقابل اسناد خرید داخلی انبار شامل همه اشخاص حقیقی و حقوقی با نقش تامین کننده است.,D
,کدام یک از موارد زیر در ارتباط با سند خرید داخلی صحیح نمی باشد؟,انتخاب تامین کننده برای رسید خرید داخلی اجباری است.,ثبت اطلاعات تکمیلی برای رسید خرید داخلی اجباری است.,انتخاب موسسه حمل برای رسید خرید داخلی می تواند اجباری باشد.,انتخاب حمل کننده برای رسید خرید داخلی می تواند اختیاری باشد.,B
,کدام یک از موارد زیر جزو ابعاد سنجش نمی باشد؟,شمارشی,متراژ,عددی,وزن,C
,کدام یک از موارد زیر در ارتباط با سایدبار سند انبار صحیح می باشد؟,در سایدبار سند انبار فقط جمع اقلام به واحد اصلی نمایش داده می شود.,در سایدبار سند انبار فقط جمع اقلام به واحد دوم نمایش داده می شود.,در سایدبار سند انبار جمع اقلام به واحد اصلی و دوم نمایش داده می شود.,در سایدبار سند انبار جمع اقلام به واحد ثبت سند، اصلی و دوم نمایش داده می شود.,D
,قیمت گذاری کاردکس با کدام یک از موارد زیر مرتبط می باشد؟,طبقه حساب کالا,حوزه قیمت گذاری,تعریف کالا,گزینه 1 و 3,D
,کدام یک از موارد زیر در ارتباط با شماره اسناد انبار صحیح می باشد؟,تعیین شماره سند انبار اختیاری است,تعیین شماره سند انبار نمی تواند دستی باشد,تعیین شماره سند انبار می تواند بر اساس الگو باشد.,تعیین شماره سند انبار اجباری نیست,C
,کدام یک از موارد زیر در ارتباط با اقلام سند انبار صحیح نمی باشد؟,واحد سنجش دوم در صورت نیاز  برای ثبت سند انبار استفاده می شود.,ثبت شماره سفارش برای اقلام رسید خرید داخلی می تواند اختیاری باشد.,امکان انتخاب پروژه و مرکز هزینه در اقلام سند انبار وجود دارد.,ثبت شماره چک لیست برای اقلام رسید خرید داخلی می تواند اجباری باشد.,A
,لیست نوع کارکرد در تعریف کالا براساس کدام فیلد نمایش داده می شود؟,نوع کالا,طبقه حساب کالا,نوع انبار,ویژگی کالا,A
,کدام یک از موارد زیر در ارتباط با اسناد انبار صحیح می باشد؟,در سند خرید داخلی، کاربر می تواند در لیست طرف مقابل، انبار طرف مقابل مورد نظر خود را انتخاب نماید.,شماره گذاری سند می تواند به صورت دستی وارد شود.,امکان حذف سند حسابداری مربوط به سند انبار فقط از طریق فرم سندحسابداری در ماژول دفتر کل امکان پذیر می باشد,کاربر نمیتواند سند انبار را پس از قیمت گذاری حذف نماید.,D
,کدام یک از موارد زیر جزو روش های قیمت گذاری نمی باشد؟,شناسایی ویژه,FEFO,میانگین,FIFO,B
,کدام یک از موارد زیر در ارتباط با الگوی سند انبار صحیح نمی باشد؟,نوع تاثیر بر موجودی در سند انبار می تواند ضایعات باشد.,نوع سند می تواند تولید باشد.,طرف مقابل سند خریدداخلی تامین کننده است.,امکان ثبت شماره سفارش خرید در سند خرید داخلی وجود ندارد.,D
,کدام یک از موارد زیر در ارتباط با ویژگی کالا صحیح می باشد؟,ویژگی کالا دارای مقدار ثابت نمی باشد,ویژگی کالا می تواند از نوع شمارشی باشد.,هر کالا می تواند فقط دارای یک ویژگی باشد.,هر ویژگی می تواند در تعریف چند کالا استفاده شود.,D
,کدام یک از موارد زیر در ارتباط با سایدبار سند انبار صحیح می باشد؟,در سایدبار سند انبار همیشه رسید  خرید موقت نمایش داده می شود.,در سایدبار سند انبار همیشه رسید  خرید موقت و حواله برگشت خرید نمایش داده می شود.,در سایدبار سند انبار همیشه حواله برگشت خرید نمایش داده می شود.,در سایدبار سند انبار، در صورت وجود، رسید خرید موقت نمایش داده می شود.,D
,کدام یک از موارد زیر در ارتباط با ثبت سند انبار صحیح می باشد؟,انتخاب شرکت برای ثبت سند انبار اختیاری است.,انتخاب الگو برای ثبت سند انبار اجباری است.,انتخاب الگو برای ثبت سند انبار اختیاری است.,انتخاب شرکت و الگو برای ثبت سند انبار اختیاری است.,B
,کدام یک از موارد زیر در ارتباط با وضعیت سند انبار صحیح می باشد؟,امکان برگشت از تایید اسناد انبار وجود ندارد.,اولین وضعیت سند انبار تایید شده می باشد.,اولین وضعیت سند انبار ثبت شده می باشد.,امکان تغییر وضعیت اسناد انبار وجود ندارد.,C
,کدام یک از موارد زیر در ارتباط با تعریف انبار صحیح نمی باشد؟,هر انبار می تواند فقط یک مرکز نگهداری داشته باشد.,الگوی سند استفاده شده در انبارهای متفاوت می تواند یکسان باشد.,انبارهایی که مراکز نگهداری متفاوتی دارند می توانند نوع انبار یکسانی داشته باشند. ,هر انبار می تواند دارای یک یا چند نوع انبار باشد.,D
,	کدام یک از موارد زیر در ارتباط با حوزه قیمت گذاری صحیح می باشد؟,حوزه قیمت گذاری با انتخاب مجموعه ای از کالاهایی که ارزش یکسانی دارند، تعیین می شود.,حوزه قیمت گذاری شامل مجموعه ای از انبارهایی است که باید نوع انبار مشابهی داشته باشند.,حوزه قیمت گذاری می تواند در سطح تمام انبارهای شرکت اتفاق بیفتد.,حوزه قیمت گذاری فقط برای یک دوره ی مالی تعریف شده و دارای اعتبار می باشد.,C
,کدام یک از موارد زیر جزو انواع کالا نمی باشد؟,امانی,نیم ساخته,ماده اولیه,سایر,A
,کدام یک از موارد زیر در ارتباط با مرکز نگهداری صحیح نمی باشد؟,مرکز نگهداری می تواند سوله باشد.,مرکز نگهداری می تواند شامل چند انبار باشد.,یک انبار می تواند متعلق به چند مرکز نگهداری باشد,یک شعبه می تواند به چند مرکز نگهداری مرتبط باشد.,C
,کدام یک از فیلدهای زیر در تعریف واحد سنجش قرار ندارد؟,بعد سنجش,تاریخ,مقدار به واحد اصلی,گزینه 2 و 3,C
,کدام یک از موارد زیر در ارتباط با کالا صحیح نمی باشد؟,هر کالا می تواند دارای چند نوع انبار باشد.,هر کالا می تواند هم خریدنی هم قابل فروش باشد.,هر کالا می تواند دارای چند طبقه حساب کالا باشد.,هر کالا می تواند فقط یک واحد سنجش اصلی داشته باشد.,C
,کدام گزینه در ارتباط با مرکز نگهداری صحیح نمی باشد؟,الگوی اسناد انبار یک مرکز نگهداری نمی تواند با الگوی اسناد انبار مرکز نگهداری دیگر در همان شرکت متفاوت باشد.,هر انبار می تواند شامل یک یا چند مرکز نگهداری باشد.,هر مرکز نگهداری می تواند از چند نوع انبار  تشکیل شده باشد.,هر شعبه می تواند شامل یک یا چند مرکز نگهداری باشد.,B
